code,Profit contribution,Net interest income,Intermediate income,Deposit and finance daily
4457,1884.92,1133.32,2123.64,100537.54
4458,111.08,65.12,104.78,5691.9
4459,116.22,13.86,285.26,1141.84
4460,-23.42,1,1,3
4461,2893.54,4879.5,57.58,433176.08
4462,556.78,723.34,1080.2,64140.36
4463,562.78,15.62,944.4,1299.46
4464,-38.16,1,1,1.34
4465,414.58,818.68,1,200337.46
4466,452.12,240.54,417.98,21269.38
4467,-18.36,3.1,1,188.64
4468,449.64,253.14,404.84,22385.64
4469,1023.4,647.9,876.46,57440.74
4470,3872.68,3987.4,1801,353961.68
4471,18919.56,5373.8,1487.08,477077.88
4472,23692.86,6364.84,5178.82,611017.34
4473,13886.24,19426.2,2224.76,1757827.8
4474,475.2,26.16,972.66,2235.8
4475,1180,559.48,1187.8,49589.62
4476,85553.74,132388.98,1684.08,11755036.2
4477,659.74,22.82,897.22,1938.9
4478,31.78,1,65.16,1.6
4479,1443.2,1767.42,284.06,156847.66
4480,2577.24,2610.44,2014.24,255033.5534
4481,55561.86,80401.14,793.46,12795230.44
4482,76362.58,23522.34,27204.32,2091575.44
4483,1231.34,1345.44,689.66,119376.06
4484,760.98,30.92,1038.8,2657.14
4485,440.92,150.9,505.98,13313.7
4486,-7.98,1.58,1,51.18
4487,289.46,120.32,97.46,135040.7244
4488,121.86,187.3,1,16541.16
4489,-1.18,1,1.08,1
4490,-2.62,1,1.06,1
4491,197.96,44.46,261.42,3860.5
4492,-1.14,1,4.86,1
4493,3319.46,2037.84,2919.86,204208.5734
4494,998.54,251.22,2508.6,22216.16
4495,-34.96,1.06,40.62,6.34
4496,36.02,32.9,67.04,2831.14
4497,1.5,1,10.44,1
4498,-78.74,1.9,1,80.38
4499,2126.46,1182.82,1955.78,104937.1
4500,8.58,41.86,1,3627.94
4501,-7.02,1.06,1,5.98
4502,-56.96,22.6,1,1920.22
4503,559.62,23.9,822.48,2031.96
4504,11.26,54.56,1,4759.24
4505,13289.92,17570.76,1925.6,1560061.22
4506,378.36,272.82,378.36,24136.14
4507,1198.6,853.3,915.46,75677.52
4508,12820.68,17810.54,133.08,1581347.98
4509,2966.88,4347.74,1,385956.54
4510,68.96,130.82,1,11528.02
4511,504.34,277.52,544.4,24555.52
4512,407.46,34.3,680.2,2955.28
4513,469.98,304.12,378.36,26919.1
4514,9.7,1,31.58,1.24
4515,1104.16,400.52,1274.58,35475.78
4516,261.48,6.26,408.54,466.12
4517,193.28,1.72,321.86,66.26
4518,890.08,233.62,991.56,20654.22
4519,1635.3,1269.06,1099.16,112596.46
4520,113.72,1,161.38,1
4521,255.04,24.3,463.26,2071.46
4522,-16.48,1.9,8.54,80.1
4523,0.22,1.14,8.54,11.26
4524,581.72,1205.22,1,210631
4525,1154.9,418.7,1434.92,37087.7
4526,-19.16,1.94,1,84.98
4527,-13.94,1.28,24.66,21.9
4528,18.92,24.8,38.72,2111.36
4529,1672.96,1765.6,1019.86,156683.98
4530,198.04,1,293.46,1
4531,11036.22,15526.78,567.04,1378568.6
4532,66.06,129.2,19.86,11384.42
4533,989.42,315.36,1191.58,27914.64
4534,201.36,15.9,378.36,1323.44
4535,429.48,5.68,604.84,416.46
4536,1745.36,437.74,1982.1,38776.54
4537,4208.26,4674.92,1538.76,415025.58
4538,-28.02,2.08,1,91.86
4539,71739.12,107837.68,2557.98,9575068.52
4540,61800.02,63571.8,1485.34,779151.1088
4541,3845172.8,5361222.54,1746.3,546363794.8
4542,694.84,215.72,896.84,16814.56
4543,138519.7,184745.7,98396.68,106538.8
4544,622.12,16.98,944.4,1419.6
4545,-20.26,1.06,1.94,6.06
4546,959.74,76.62,1227.42,6715.12
4547,-13.44,15.9,1,1167.84
4548,1615.22,550.28,1933.12,48773.7
4549,188.98,1.42,304.9,36.42
4550,37949.14,54625.28,3321.72,4850217.14
4551,1449.32,204.44,1853.82,18062.6
4552,303.82,78.68,402.9,6898.96
4553,323.38,7.04,633.06,537.64
4554,-60.28,1.18,1,15.14
4555,2432.08,1129.56,2128.74,100233.84
4556,4724.14,845.82,5742.38,75015.06
4557,181.72,9,284.22,709.12
4558,90,251.02,1,22200.58
4559,2236.44,344.42,897.22,30495.04
4560,4213.6,3091.32,3210.48,274395.32
4561,-8.92,2.46,1,128.68
4562,-2.42,1,10.5,1
4563,848.68,426,897.22,37735.24
4564,69,42.92,246.62,3726.14
4565,2254.76,1230.28,1893.46,109202.46
4566,6426.68,7332.48,1874.58,650969.62
4567,631.04,1086.04,8.54,96347.7
4568,1180.22,1376.24,374.56,122110.76
4569,399.7,39.14,712.28,3389.86
4570,657.24,375.56,655.74,33260.52
4571,224.54,46.34,378.36,4023.9
4572,99.64,152.66,1,13466.64
4573,27828.56,1,1,1
4574,44.56,1,76.48,1
4575,1442.98,193.3,2107.7,17073.86
4576,464.82,192.28,608.36,16983.32
4577,218.48,43.94,378.36,3815.44
4578,4495.58,6230.02,1299.16,553089.92
4579,229.58,1.54,364.22,47.1
4580,-23.42,1,1,1.26
4581,-19.48,12.88,85.9,1054.9
4582,1149.5,1340.26,659.48,118917.02
4583,629.42,369.5,618.12,32722.5
4584,107.48,1.18,189.68,17.56
4585,-11.6,2.74,4.8,155.5
4586,651.08,459.42,702.92,40706.36
4587,527.96,194.96,714.22,17224.12
4588,1818.76,1231.84,2000.98,109286.58
4589,762.3,194.04,1046.24,17143.94
4590,36.48,186.7,1,16490.7
4591,8164.7,2673.32,1425.5,237747.3
4592,191.8,1.5,294.18,44.6
4593,10.14,38.38,7.14,3319.24
4594,2182.7,692.56,2704.78,61404.3
4595,383.32,46.98,1563.28,4085.16
4596,911.38,1303.6,25.52,115661.36
4597,892.44,978.46,378.36,86789.8
4598,1789.18,605.38,2250.12,53665.94
4599,7585.68,9420.3,1274.58,836361.9
4600,181.62,19.06,284.08,1605.28
4601,627.14,86.56,946.28,7596.08
4602,415575,607869.64,8424.68,53974063.2
4603,66.56,6.7,115.38,510.9
4604,14.64,49.38,1,4297.78
4605,118.22,9.82,177.92,784.86
4606,587.24,3,814.5,177.82
4607,463.9,296,378.36,26195.76
4608,9583.64,9130.02,4474.32,810586.44
4609,-2.42,1.02,1,2.42
4610,75932.78,104599.9,2576.48,9287580.62
4611,47.52,2.72,95.52,154.16
4612,449.1,105.26,680.2,9256.78
4613,-99.4,4.04,33.06,267.28
4614,4020.22,5157.64,567.04,457866.88
4615,-36.3,2.2,1.16,108.18
4616,563.12,226.18,850.12,19992.4
4617,1242.88,1712.88,567.04,152005.52
4618,79.16,1,161.38,1
4619,28.84,70.98,1,6211.98
4620,-7.72,1,1,1.1
4621,1076.3,930.72,729.3,82553.74
4622,89.22,248.44,19.88,21968.86
4623,1442.62,558.5,1538.7,49505.6
4624,242.2,6.18,378.36,459.76
4625,58235.1,83058.46,1604.78,7374864.12
4626,7.38,1.02,20.32,1.96
4627,517,105.58,679.36,9285.28
4628,481.72,31.72,680.2,2727.98
4629,336.04,69.6,402.9,6089.22
4630,14.08,44.78,1,3887.1
4631,1048.68,291.3,1170.78,25779.06
4632,5105.5,130.04,3559.34,11525.16
4633,2540.66,3182.34,378.36,282479.84
4634,1233.42,1399.34,746.24,124162.4
4635,248.84,339.82,49.66,30083.98
4636,3666.08,1097.78,373.06,97449.18
4637,210676.88,282451.64,1950.08,878936.4
4638,606.68,169.96,1061.64,15001.78
4639,4410.5,6408.84,29.2,568181.1
4640,363.16,1,538.74,1
4641,-29.48,1.38,54.54,34.32
4642,-80393.24,-11440.28,897.22,70058571.66
4643,1905.86,3281.52,1,291284.74
4644,49.26,107.34,1,9445.58
4645,12960.6,17287.46,982.14,1534907.54
4646,997.94,926.16,585.9,82146.04
4647,20374.54,31455.96,238.78,2792959.3
4648,86.24,1.32,165.16,26.88
4649,929.2,11.02,1440.76,890.92
4650,4989316.06,4471459.38,3141445.36,66259761.1
4651,589.74,1056.66,48.16,93737.72
4652,1529.68,1948.94,514.22,172963.3
4653,583.68,656.28,378.36,58179.28
4654,1467.24,397.44,1755.7,35199.5
4655,271.22,96.14,378.36,8444.58
4656,509.06,29.66,680.2,2546.78
4657,55.74,92.2,1,8098.92
4658,1044.5,131.32,1472.9,11572.14
4659,-9.16,0.98,1.42,1.02
4660,637.26,52.88,1106.62,4608.3
4661,30019,10523.1,1595.36,934427.58
4662,3336.56,707.22,1651.94,62709
4663,282289.14,171997.54,2183.52,505545.72
4664,29674.36,38079.12,3071.94,3381045.04
4665,584.52,32.86,804.86,2829
4666,50.66,3.52,104.78,222.16
4667,7160.26,8293.84,491.56,736337.6
4668,91.74,69.18,95.34,6052.68
4669,722.3,18.76,1017.26,1574.18
4670,-10342667.28,3951702.16,95.34,76260575.94
4671,12701.02,2190.72,3470.86,194464.54
4672,-141.34,93.8,304.8,8241.76
4673,61.48,4.78,119.86,336.92
4674,4104.1,4340.6,2474.66,385323.74
4675,870.38,918.94,378.36,81509.54
4676,1001.72,10.52,1404.38,847.54
4677,338.7,642.88,1,56995.48
4678,-7.28,4.74,1,331.36
4679,569.54,697.94,89.06,61885.64
4680,-36.92,19.38,1,1983.4
4681,4884.22,5187.46,1545.56,460517.92
4682,68323.5,87955.4,3321.76,7809677.68
4683,320.86,82.86,378.36,7266.58
4684,1133.58,141.36,1493.46,12466.14
4685,370.3,4.16,659.46,281.5
4686,-23.36,1.12,1,13
4687,1032.76,1430.28,1,126908.46
4688,634.7,248.44,1505.08,21967.96
4689,1518003.92,-44558.54,1,1
4690,120.12,6.44,465.52,482.96
4691,643.2,45.82,953.84,3981.04
4692,949.78,635.7,708.54,56357
4693,85.64,1.08,140.08,9.1
4694,1139.02,120.06,2014.2,10570.64
4695,674.88,32.24,1057.56,2775.14
4696,1223.12,699.32,1087.8,62006.5
4697,2240.84,3318.56,1,294571.74
4698,120634.4,187663.54,378.36,16662991.74
4699,39684.16,63423.18,189.68,5631401.54
4700,65.44,2.62,114.56,144.82
4701,29109.34,20978.74,19796.7,2328300.98
4702,12391.08,16035.48,1563.34,1423734.72
4703,-27.52,1.44,1,38.04
4704,1556.78,424.84,1936.88,37632.2
4705,182.54,39.46,234.14,3415.26
4706,362.28,599.34,123.64,53130.82
4707,195.24,6.04,378.36,449.3
4708,45274.62,68596.04,2415.74,6090709.5
4709,78782.34,104543.28,1700.38,7898.08
4710,1990.9,1680.64,5701.04,174646.72
4711,-139.7,20.48,89.7,1728
4712,-8.22,1,1.18,1
4713,948.6,20.58,1340.64,1739.22
4714,3079.18,3443.58,997.24,305675.94
4715,5465.76,4777.84,2899.14,424146.16
4716,1429.76,1739.26,251.94,154343.76
4717,28867.7,40742.88,2389.68,3617566.86
4718,-10.34,3.9,20.9,256.56
4719,26480.3,24116.8,11413.68,2522787.502
4720,-5.52,1,2.26,1.1
4721,226648.64,325870.38,1916.16,28934699.18
4722,61.18,2.66,114.2,146.74
4723,68.84,34.44,85.9,2968.02
4724,1324342.3,-42637.78,1,1
4725,15293.3,10472.64,17769.34,929806.3
4726,22184.74,27719.32,3380.3,2461176.86
4727,2440.36,1433.54,2308.58,127198.6
4728,47.44,108.32,1,9525.86
4729,3278.28,4653.86,1,436473.4534
4730,1024.08,92.56,1471.08,8131.24
4731,729.04,9.4,1057.56,744
4732,36.62,112.92,53.84,9937.54
4733,26.1,1,48.18,1
4734,15.84,1.72,57.6,61.1
4735,77.38,1.1,114.2,10.4
4736,3159.88,4059.7,1160.02,360380.1
4737,582.98,43.9,810.44,3806.78
4738,10395.98,14157.48,944.4,2077565.14
4739,179.32,216.18,93.44,19106.64
4740,-27.34,11.42,1,927.18
4741,733.94,10.8,1057.56,872.16
4742,10283.74,1239.68,13700.96,109982.62
4743,7.54,3.82,114.22,252.3
4744,89.52,1.08,135.08,8.2
4745,-13.68,9.58,1,764.42
4746,363.86,83.66,595.32,6817.4
4747,31010.02,42500.16,1,3773598.44
4748,10172.88,6998.48,1555.74,624075.16
4749,47864.28,65158.74,199.12,7670269.54
4750,6900.58,8803.68,2976.44,781612.46
4751,1075.78,714.6,1184.02,63367.78
4752,1190.04,1218.96,763.26,108145.36
4753,224.62,11.96,491.3,969.54
4754,-52.78,24.28,119.72,2067.3
4755,7.78,15.76,19.86,1312.16
4756,4771.62,5441.36,1274.58,483066.02
4757,20.82,44.52,1,3864
4758,122.96,113.24,76.48,9965.5
4759,1310.18,236.82,1692.56,20939.98
4760,-79.26,1,1,1.24
4761,113.4,1.1,243.48,8
4762,-12.98,1.82,2.98,72.82
4763,-43,70.84,1,6202.08
4764,2293.02,3381.64,1,279014.86
4765,-60.42,1,1,2.68
4766,2616.26,3930.68,1,348926.88
4767,373.92,51.06,504.7,4441.76
4768,928.52,1825.9,1418.74,162038.34
4769,847.76,218.14,1076.46,19279.22
4770,821.82,165.68,1029.3,14621.9
4771,-24.86,4.84,95.8,341.64
4772,37.76,1.1,62.66,9.76
4773,563.14,860,19.86,76272.72
4774,115100.94,202832.44,2208.62,18042370
4775,68217.82,101921.14,1340.64,9060972.44
4776,7.94,32.84,1,2823.72
4777,0.92,20.3,1,1714.16
4778,2041.4,1288.66,3274.6,114337.2
4779,153953.2,47448.04,3368.26,207359.12
4780,17712.84,18439.5,2890.44,1637195.1
4781,-21.6,3.68,1,237.42
4782,-14.82,24.38,1,2077.88
4783,302.46,440.92,1,39064.24
4784,4487.28,5228.34,1110.46,464144.54
4785,812.22,388.98,1974.56,34450.34
4786,486.64,24.58,934.96,2090.62
4787,1233.08,378.48,1357.62,33520.48
4788,-14.32,23.6,1,1770.72
4789,3896.58,5219.52,1,463363.58
4790,1004.4,628.42,933.08,55711.86
4791,411.72,814.86,1,200002.32
4792,1546.62,1848.96,589.7,164085.86
4793,2489.12,1981.42,1667.06,175845.64
4794,122.74,12,228.36,977.54
4795,205.72,68.26,355.4,5971.26
4796,14.18,101.1,1,8887.54
4797,561.94,3.98,793.9,265.28
4798,-5.14,16.04,1,1337.88
4799,-20.92,6.08,1,451.76
4800,301.2,57.14,378.36,4985.36
4801,-34.78,1.12,1,6.76
4802,11.78,1,41.54,1
4803,190884.44,45141.66,74894.38,4009135.9
4804,368.2,94.66,463.26,8315.06
4805,769.12,41.68,1699.18,3613.7
4806,900.96,294.46,944.4,26055.54
4807,1406.82,342.28,1840.62,30304.66
4808,456.86,183.58,661.34,16212.54
4809,1941.18,658,2087.84,58336.4
4810,514.38,223.46,378.36,19803.3
4811,86.54,1.72,127.12,64.88
4812,579.1,1200.94,1,210114.76
4813,28430.32,9377.32,8406.7,896597.2712
4814,3283.2,4482.16,1460.3,397891.04
4815,-12.46,1,1,1.84
4816,1386.4,149.32,1840.64,13171.7
4817,672.76,716.74,538.74,63552.64
4818,3874.78,5955.52,1214.2,528717.3
4819,736.28,53.44,1205.22,4659.76
4820,528.78,73.56,668.98,6444.82
4821,-9.74,1.32,1,26.88
4822,4292.92,4007.72,1970.82,355764.52
4823,140.92,195.24,56.54,17247.28
4824,360.84,169.96,346.14,15006.64
4825,943.8,1338.32,706.68,118743.84
4826,18,1.04,41.5,3.76
4827,408.6,220.36,397.22,19479.08
4828,741.48,16.18,1057.56,1351.34
4829,2870.88,1871.28,1177.84,202907.16
4830,318.8,12.74,446.28,1043.88
4831,60.14,1.66,95.34,60.16
4832,714.7,271.88,961.88,24054.56
4833,3710.12,3620.18,1531.04,321346.82
4834,261.02,5.06,378.36,360.62
4835,-5.48,54.64,76.48,4763.16
4836,9148.06,12287.54,567.04,1090951.62
4837,12480.06,14641.04,4022.98,1299923.8
4838,294861.42,417112.28,6852.64,15595584.12
4839,-43.98,1,1,2.54
4840,-13.04,1.28,8.54,26.62
4841,1876045.04,2809900.4,133.08,383853760.6
4842,1883.28,70.6,2642.52,6184.54
4843,492.34,275.38,693.52,24361.9
4844,676.52,138.98,1038.7,12251.58
4845,1364.7,381.62,1623.68,33801.44
4846,-1.94,1,1.02,1
4847,2830.1,3498.22,1451.94,310525.98
4848,-10.48,8.28,1,646.48
4849,86.16,11.4,248.3,925.78
4850,61574.12,88384.84,76.48,7847804.94
4851,1664.4,534.52,1953.84,47370.26
4852,49.12,1,75.3,1
4853,-18.06,3.46,1,216.04
4854,467.48,9.82,680.2,785.92
4855,981.44,1229.72,608.54,109099.92
4856,435.8,100.66,527.4,8845.76
4857,817.24,696.3,618,61740.44
4858,-22.98,1.08,13.04,563.6955556
4859,2.76,2.24,19.86,113.58
4860,7.54,49.42,11.02,4298.5
4861,2814.84,4630.7,729.38,411081.7
4862,-47.7,3.7,1,277.38
4863,1565.28,1459.86,768.94,129535.92
4864,12720.04,1,7718.96,1
4865,785.64,125,1038.7,11006.96
4866,-17.28,1,1,2.66
4867,97.08,1.06,161.38,4.76
4868,262.68,80.42,104.78,7053.98
4869,8160.26,10064.7,2981.34,893578.94
4870,677.18,32.16,1057.56,2768.38
4871,1129.6,991.8,568.06,87976.98
4872,204.28,6.32,321.1,474.36
4873,53.1,1,77.88,1
4874,129.24,208.86,8.54,18456.64
4875,1878.62,953.7,2025.6,84595.82
4876,17698.66,24002.24,3004.76,2131123.2
4877,683.78,53.64,897.22,4675.06
4878,4091.28,3367.52,1789.72,309891.32
4879,249.6,3.8,514.42,246.26
4880,1705.14,2112.74,502.62,187507.88
4881,2579.72,5873.56,5170.88,521444.24
4882,111991.74,151691.14,3602.46,13583493.14
4883,158,3.6,254.28,231.64
4884,-7.64,1,1.08,1
4885,35.1,111.22,1,9403.02
4886,311.56,175.24,421.76,15468.98
4887,14934.68,17573.24,5252.06,1560281.14
4888,-11.04,10.32,6.18,829.76
4889,-79.26,1,1,1.06
4890,2064.5,671.44,2921.48,59554.04
4891,46.74,97.2,1,8545.9
4892,274.76,22,378.36,1867.56
4893,-7.64,1,1.08,1
4894,525.38,52.24,680.2,4549.98
4895,690.48,109.92,1038.7,9672.02
4896,-238.8,2.96,1,237.02
4897,-14.9,2.22,1,111.42
4898,6.22,17.06,8.54,1425.2
4899,636930.38,876053.16,699.12,77786698.24
4900,4563.24,3931.88,2873.16,349032.98
4901,489.96,486.18,378.36,43080.48
4902,1006.84,934.56,567.04,82891.86
4903,275.3,16.56,378.36,1381.76
4904,3083.34,2263.52,2174.64,200896.94
4905,289.54,48.6,385.9,4227.82
4906,1673.18,1935.68,401,171786.42
4907,9718.68,105.98,7196.38,9321.7
4908,749.36,175.48,900.94,15492.5
4909,628.9,60.6,905.62,5295.06
4910,1187.96,307.7,1829.32,27231.42
4911,147.5,138.8,104.7,12236.56
4912,1544.18,1564.44,716.1,138819.02
4913,66.36,137.22,163.28,12093.64
4914,1834.24,1571.7,1325.6,141167.26
4915,790.36,297,854.42,26279.86
4916,-19.7,1.2,1,16.64
4917,240.98,8.88,389.7,700.64
4918,1441.06,545.22,1865.22,48321.3
4919,2485.8,2047.68,1404.8,181729.28
4920,1246.72,31.84,2160.5,2738.34
4921,241.62,4.32,487.66,295.26
4922,-19.86,1,1,2.7
4923,1352.7,276.02,2323.72,24422.76
4924,803.5,124.96,1095.32,11004.98
4925,143.52,3.8,284.08,247.98
4926,84.5,1,151.94,1
4927,-6.98,1,1,1.04
4928,519.14,766.66,1,67986.98
4929,25.36,166.64,285.92,14706.86
4930,-18.2,5.78,1,427.26
4931,170.5,83.8,214.22,7352.98
4932,-5.68,1.12,1,12.28
4933,63.76,1,112.18,1.66
4934,-64.76,3.78,19.86,243.52
4935,101.18,1.08,161.38,6.52
4936,1609865.48,-47731.16,1,1
4937,6276.98,7272.76,1576.42,645676.06
4938,693.5,535.02,427.4,47417.16
4939,86.36,13.06,314.32,1071.2
4940,3063.28,1535.3,3133.18,136233.28
4941,274.32,138.62,295.56,12219.6
4942,3987.72,4371.84,1985.92,477700.18
4943,1218.36,798.32,897.3,70799.6
4944,1413.94,1801.96,804.8,159911.24
4945,1806.2,3521.2,940.66,312566.28
4946,-10.96,1,1.02,1
4947,2814.82,1511.6,1174.54,134496.32
4948,9.62,28.18,1,2410.94
4949,-78.38,2.44,1,128.8
4950,953.06,1084.02,1121.74,96163.3
4951,303.56,94.84,634.96,8333.5
4952,306.88,3.5,474.32,219.6
4953,1116.18,176.7,1576.42,15602
4954,2155.9,2198.56,2070.82,195377.42
4955,32775.1,44931.96,6134.22,3989527.94
4956,33.64,1.02,124.42,2.86
4957,1638.48,1309.72,963.26,116202.38
4958,160.98,203.06,85.9,17937.4
4959,645.06,112.26,1074.48,9883.32
4960,40.34,96.88,1.12,8515.22
4961,1669.72,272.28,2613.74,24151.08
4962,-10.04,1.14,19.04,11.98
4963,382.08,2.46,561.96,130.8
4964,531.66,277.3,567.04,24534.86
4965,274326.48,379163.8,6529.28,33666734.8
4966,651.6,4.72,983.26,330.04
4967,2843009.56,4062011.08,6897.14,360675330
4968,323.4,2.54,503.4,135.36
4969,269.5,9.84,378.36,785.14
4970,1088.92,1122.44,378.36,99576.6
4971,2036.16,1964.34,884.08,174330.92
4972,4092.22,1744.58,4061.44,154816.88
4973,3067.18,2466.28,1939.04,218897.24
4974,112380.08,220549.64,3533.16,5370874.046
4975,-8.14,3.6,1,232.52
4976,15902.74,23122.16,567.04,2052979.6
4977,281.06,27.98,378.36,2394.32
4978,2481.58,1930.3,1557.62,171308
4979,11109.2,4385.96,3654.74,583743.54
4980,21171.86,33815.82,312.32,3002495.48
4981,17069.72,16524.36,7549.56,1467145.14
4982,185.04,2.06,310.58,96
4983,839.26,51.18,1153.78,4453.86
4984,48.66,87.8,4.16,7707.46
4985,451.6,219.2,452.94,19375.88
4986,15956.74,19435.48,1812.32,1725631.9
4987,2746.38,933.06,2957.62,82761
4988,636.92,131.32,825.54,11571.24
4989,285.46,32.78,378.36,2823.72
4990,-79.14,1.24,1,19.22
4991,-19.22,1.82,1,74.18
4992,769.64,177.96,911.26,15711.12
4993,-10,14.84,1,1226.66
4994,1813295.52,-57610.42,1,1
4995,46235.28,65544.42,633.08,5819756.1
4996,21.8,3.96,76.48,262.48
4997,5.28,1.34,40.54,27.82
4998,4133.7,114.54,5156.82,10086.72
4999,-9.96,1,19.86,1.66
5000,-65.98,34.98,1.62,3018.22
5001,-45.14,12.48,4.66,1023.74
5002,71.52,1.04,131.88,4.2
5003,317.66,57.88,479.24,5049.78
5004,222.7,243.7,76.48,21548.58
5005,644.66,483.88,412.16,42877.74
5006,1352.48,272.56,2074.56,24114.02
5007,462.92,753.36,205.48,66806.16
5008,-79.32,1,1,7.18
5009,2563.18,1650.68,1978.34,146480.02
5010,5117.28,5832.1,1342.58,517758.52
5011,1366.12,642.84,1314.24,56989.42
5012,108.34,1.48,180.46,44.46
5013,-4251369.02,-172428.32,129.3,951.7
5014,2802.8,2638,1565.22,234148.24
5015,765.88,13.84,1057.56,1139.56
5016,2772.14,4803.02,1,1128938.06
5017,-7.08,16.66,10.44,1391.92
5018,4026.88,4767.4,1031.24,423218.04
5019,460.34,169.06,521.76,14921.84
5020,834.98,211.76,982.12,18717.34
5021,147.7,250.56,55.1,22157.9
5022,10.4,17.04,16.1,1423.7
5023,780.46,575.96,576.46,51056.16
5024,110.38,1,161.38,1
5025,1019.12,1109.8,387.8,98450.1
5026,-8.5,1.36,1,33.06
5027,864.8,442.34,850.12,39189.68
5028,270.6,435.54,1,38585.28
5029,1190.16,692.64,1162.96,61412.42
5030,500.26,281.86,463.26,24937.2
5031,1496.74,224.54,1974.66,19849.66
5032,782.68,675.32,670.78,59877.36
5033,2401.22,1993.36,1440.64,176905.56
5034,8287.2,236.14,4040.76,20976.26
5035,262.36,368.8,10.44,32657.82
5036,-1.24,1.1,29.7,9.08
5037,1139.38,392.92,1718.96,34799.72
5038,2682.48,2976.96,495.34,265244.74
5039,1960.46,1685.36,1410.38,149556.54
5040,257.52,38.48,483.38,3333.14
5041,108.26,1,161.38,1.28
5042,-36.08,1.3,76.5,24.7
5043,1331.92,411.5,1768.88,36449.5
5044,2058.64,913.46,2221.78,81019.98
5045,3162.84,2315.66,2331.14,205524.6
5046,622.64,239.4,753.84,21168.02
5047,-19.78,1.12,1,8.72
5048,116907.02,163635.98,3698.18,595094.7
5049,763.78,178.66,983.66,15777.56
5050,40389.04,59920.36,567.04,5320381.32
5051,674.1,2.5,929.66,134.58
5052,595.22,8.64,1000.96,675.64
5053,1312.2,268.5,1600.98,23752.46
5054,536.22,664.94,170.82,58954.48
5055,754.44,492.46,655.7,43636.38
5056,512.34,83.16,667.4,7297
5057,293.44,9.38,589.44,742.5
5058,509.28,333.36,395.4,29511.56
5059,613.58,418.12,527.08,37037.4
5060,445.54,625.8,10.44,55477.32
5061,2.66,28.68,1,2458.4
5062,3056,4583.48,38.74,641670.38
5063,237.7,2.82,346.82,164.1
5064,665.76,632.78,567.04,56099.18
5065,358.72,2.86,539.28,164.7
5066,103.7,1.2,161.38,17.64
5067,-5.28,5.98,1.62,443.04
5068,3829.18,5087.82,604.76,451674.36
5069,1360.16,1417.74,1099.12,125792.88
5070,1263.64,704.14,1133.08,62435.5
5071,249.86,44.1,368.96,3826.24
5072,1620884.5,-51458.6,1,1
5073,265.84,19.24,378.36,1621.34
5074,-21.56,3.78,1,248.48
5075,980.92,1060,393.46,94031.52
5076,2584.42,4241.9,729.32,376558.54
5077,4015.5,4972.9,1121.74,441467.82
5078,629.04,752.8,230.2,66754.28
5079,-55.48,7.54,36.12,23915.57334
5080,71538.5,96732.36,453.84,36945.64
5081,-79.26,1,1,3.02
5082,617.62,331.14,567.04,29313.18
5083,2223.34,1389.54,1827.44,123290.48
5084,21,2,65.32,90.72
5085,423.38,96.02,659.44,8437.94
5086,2294.6,1733.52,1440.64,159748.6911
5087,1687.38,32.7,2291.52,2820.06
5088,303.72,51.58,972.78,4490.34
5089,255444.68,447499.96,661.44,48157083.36
5090,-12.06,5.32,57.6,384.76
5091,261.64,25.52,393.46,2181.12
5092,214.78,9.62,347.62,765.14
5093,10726.98,9851.9,3422.7,2428572.568
5094,6783.94,7836.22,2459.76,695707.1
5095,2.52,1,6.38,1
5096,3457.48,1969.16,3070.82,174751.88
5097,-0.1,1.14,1,12.76
5098,-79.26,1,1,3
5099,20897.14,12421.3,433.5,5960.8
5100,-14.48,1.22,10.44,17.66
5101,544.06,973.32,95.34,86334.38
5102,1074.4,324.16,1182.12,28693.48
5103,548675.1,567525.1,181140.66,54696504.6
5104,-6.8,1.2,17.98,19.84
5105,1540.7,273.7,2382.18,24213.76
5106,1171.56,676.58,1065.14,59987.16
5107,458.88,631.42,85.9,55979.16
5108,-79.32,1,1,20.66
5109,1372.1,908.18,1774.56,80550.18
5110,242.8,17.08,381.94,1430.18
5111,45.68,96.54,1,8486.26
5112,-2.32,1,1,1
5113,50.14,135.44,27.4,11937.34
5114,324.36,26.84,463.26,2294.76
5115,105441.8,154667.76,5283.4,13733216.08
5116,3223.48,3632.44,804.78,322447.18
5117,194.2,239.42,318.04,21170.08
5118,367.84,4.48,619.02,310.84
5119,-63.8,1,3,2.02
5120,93.7,1.04,151.94,4.88
5121,169.04,286.14,1,25321.8
5122,44314.32,42457.26,9301.64,4520709.52
5123,641.4,344.6,563.26,30509.06
5124,62147.86,97890.12,497.22,103788.9756
5125,38.8,20.94,95.34,1772.28
5126,1468.68,2058.94,1,182729.98
5127,1175.46,559.98,1153.82,49635.28
5128,4317969.42,109080.9,1,1
5129,-79.26,1,1,3
5130,1450.36,1631.48,638.74,144772.66
5131,64.14,79.22,38.74,6949.08
5132,1571.46,66.18,1134.24,6226.6
5133,13922.36,7807.92,16.1,1693196.18
5134,434.04,40.42,725.52,3499.76
5135,2325.46,1355.06,1933.1,120227.3
5136,447,409.42,378.36,36265.44
5137,18842.2,26239.44,897.24,2329774.54
5138,-76.28,2.28,1,115.42
5139,1697.8,202.8,2136.82,17916.22
5140,3222.28,3092.6,1519.84,274508.98
5141,443.92,8.6,680.2,677.28
5142,1417.8,1162.46,774.56,103127.12
5143,17.36,38.94,1,3366.08
