V1,V2,V3,V4,V5,V6
0,25.05,1,1,2,1
0,25.03,2,1,2,1
0,25.02,2,2,2,2
1,25.01,2,2,2,1
0,25.01,2,2,1,2
0,25.01,3,2,1,2
0,24.97,1,2,2,2
0,24.97,1,1,1,1
0,24.97,2,2,1,2
1,24.96,3,2,2,1
1,24.95,2,1,1,1
0,24.95,2,1,1,1
1,24.94,2,2,2,2
0,24.92,2,2,1,2
0,24.91,2,1,2,1
0,24.89,1,2,2,2
0,24.89,2,2,1,2
0,24.89,1,2,1,2
0,24.88,1,2,2,2
0,24.87,2,2,2,2
0,24.87,1,2,2,2
1,24.86,3,2,2,1
0,24.86,1,2,2,2
0,24.86,2,2,1,2
0,24.86,1,2,1,2
1,24.85,3,1,1,1
0,24.83,2,2,2,2
0,24.83,1,2,1,2
0,24.8,1,2,2,2
1,24.79,3,1,1,1
1,24.78,2,2,1,1
0,24.78,1,2,2,2
0,24.77,2,2,2,2
1,24.76,2,1,2,1
0,24.76,1,2,2,2
0,24.74,1,2,2,1
1,24.73,3,2,1,1
0,24.72,1,2,2,2
0,24.71,2,2,1,2
1,24.7,2,1,1,1
1,24.69,3,2,2,2
0,24.69,1,1,2,1
0,24.68,1,2,1,2
1,24.67,3,2,2,1
0,24.61,2,2,2,2
0,24.6,3,2,2,2
0,24.59,2,2,1,2
0,24.56,2,2,1,1
0,24.56,2,1,2,1
0,24.56,2,2,1,2
1,24.55,2,2,2,2
0,24.55,2,2,2,2
0,24.54,2,2,1,2
0,24.54,1,2,1,2
0,24.53,1,1,2,1
0,24.49,1,2,2,2
1,24.48,3,1,1,1
0,24.48,1,2,1,2
0,24.47,1,2,2,2
0,24.45,1,2,1,2
0,24.45,1,2,2,2
1,24.44,2,2,1,2
0,24.44,1,2,1,2
0,24.41,2,2,2,2
0,24.38,2,2,1,2
1,24.37,3,2,2,2
0,24.34,1,2,1,2
1,24.31,3,2,2,1
0,24.31,2,2,2,2
0,24.25,1,2,1,2
1,24.24,2,1,1,1
0,24.24,1,2,2,2
1,24.22,3,2,1,2
0,24.22,1,2,2,2
1,24.2,2,2,1,2
0,24.2,2,2,1,2
0,24.2,1,2,2,2
1,24.18,3,2,1,2
1,24.17,2,2,1,2
1,24.17,2,2,1,1
0,24.17,2,2,2,1
1,24.16,1,2,2,1
0,24.16,1,2,2,2
0,24.16,1,2,2,2
0,24.14,1,2,2,2
1,24.13,2,2,1,1
1,24.13,2,2,2,1
0,24.12,1,2,2,2
0,24.12,2,2,2,2
1,24.11,3,2,1,1
1,24.08,3,2,1,2
0,24.07,3,2,2,2
0,24.05,1,2,2,2
0,24.05,1,2,2,2
0,24.05,1,2,1,2
0,24.04,1,2,1,2
0,24.03,1,2,1,2
1,24.02,3,2,1,2
0,24.02,2,2,2,2
0,24.02,3,2,1,2
0,23.98,1,2,2,2
0,23.98,1,2,2,2
0,23.97,3,2,1,2
0,23.96,1,2,2,2
0,23.95,1,2,2,1
1,23.91,3,2,1,1
1,23.9,2,2,1,1
1,23.9,2,1,1,1
0,23.89,2,2,2,2
1,23.88,3,2,1,2
1,23.88,3,2,2,1
1,23.86,1,2,2,2
0,23.86,1,2,2,2
0,23.86,1,2,1,2
1,23.85,1,2,1,1
0,23.85,1,2,2,2
0,23.84,1,2,2,1
0,23.83,1,1,1,1
1,23.82,3,2,1,2
1,23.81,2,2,1,2
0,23.79,1,2,2,2
0,23.79,1,2,2,2
0,23.78,2,2,1,2
1,23.77,3,2,1,1
0,23.73,1,2,2,2
1,23.69,3,2,2,2
1,23.68,3,2,2,1
1,23.66,2,2,1,2
0,23.65,1,2,2,2
0,23.65,3,1,2,2
0,23.64,1,2,1,2
0,23.64,1,2,1,2
0,23.63,2,2,1,2
0,23.63,2,2,2,2
0,23.63,1,2,2,2
1,23.62,2,2,2,1
1,23.6,2,2,2,2
0,23.6,1,2,1,2
0,23.53,1,2,2,2
0,23.51,2,2,2,2
1,23.5,2,2,2,1
1,23.5,3,2,2,2
0,23.5,1,1,2,1
0,23.45,3,2,1,2
0,23.45,1,2,1,2
0,23.41,1,2,2,2
0,23.4,1,2,1,2
0,23.38,1,2,2,1
0,23.38,2,2,1,2
1,23.35,3,2,1,1
0,23.34,1,2,2,2
0,23.34,3,2,2,2
0,23.32,2,2,2,2
0,23.32,2,2,2,2
1,23.31,2,2,1,1
0,23.3,1,2,2,2
0,23.29,1,1,2,1
0,23.29,1,2,2,2
0,23.29,2,2,2,2
0,23.26,2,2,1,2
0,23.26,1,2,1,2
0,23.25,2,2,1,2
0,23.24,1,2,2,2
0,23.23,1,2,2,2
1,23.16,2,2,1,1
0,23.16,2,2,1,2
1,23.12,3,2,2,1
0,23.12,1,2,2,2
1,23.1,3,2,1,2
0,23.08,2,2,1,1
0,23.07,2,2,2,2
0,23.06,2,2,2,2
1,23.05,3,2,1,1
0,23.04,2,2,2,2
0,23.04,1,2,1,2
0,23.03,1,2,2,2
0,23.02,2,1,2,1
0,22.99,1,2,2,2
0,22.99,2,1,1,1
0,22.96,1,2,2,2
0,22.96,1,2,2,2
0,22.96,1,2,1,2
0,22.94,1,2,2,2
0,22.93,1,2,2,2
0,22.93,1,2,1,2
0,22.93,1,2,2,2
1,22.92,3,1,1,1
0,22.92,1,2,2,1
0,22.91,1,2,1,2
0,22.9,1,2,2,2
1,22.88,2,2,2,2
0,22.85,2,2,1,2
1,22.84,3,2,2,2
0,22.84,2,2,1,2
0,22.84,1,2,2,2
1,22.81,2,2,2,2
1,22.8,2,1,2,1
0,22.79,3,2,1,2
1,22.78,1,2,2,1
0,22.78,2,1,2,1
1,22.77,3,2,2,1
1,22.76,3,2,1,1
0,22.76,1,2,2,2
0,22.76,1,2,1,2
0,22.75,3,2,1,2
1,22.73,3,2,1,1
0,22.73,2,2,2,2
0,22.73,2,2,1,2
0,22.73,2,1,2,1
0,22.73,1,2,1,2
0,22.72,1,2,2,2
0,22.72,1,2,2,2
0,22.72,2,2,1,2
0,22.71,2,2,1,2
1,22.69,3,2,1,1
1,22.66,3,2,2,1
0,22.65,2,2,2,2
1,22.63,3,2,1,1
0,22.63,1,2,2,2
0,22.61,1,2,2,2
0,22.61,2,2,1,2
0,22.59,1,2,2,1
0,22.59,2,2,2,2
0,22.58,3,2,2,2
0,22.57,3,2,2,2
0,22.56,1,2,2,2
0,22.53,2,2,1,2
0,22.53,2,2,1,2
1,22.52,3,2,1,2
0,22.51,1,2,1,2
0,22.5,1,2,1,2
1,22.49,1,1,2,1
0,22.49,1,2,1,2
0,22.47,1,1,2,1
1,22.46,3,1,2,1
0,22.46,3,2,2,1
0,22.44,3,2,2,1
0,22.43,2,2,1,2
1,22.42,1,1,1,1
0,22.4,1,2,1,2
0,22.39,1,2,2,2
0,22.38,2,2,2,2
0,22.37,1,2,2,2
1,22.36,3,2,2,1
0,22.33,2,2,1,2
1,22.32,3,2,1,1
1,22.32,3,2,2,2
0,22.32,3,2,2,2
1,22.29,3,2,2,1
1,22.26,3,2,2,2
0,22.24,2,2,1,2
0,22.22,2,1,2,1
0,22.19,1,2,2,2
0,22.18,2,2,1,2
0,22.18,1,1,2,2
0,22.18,3,2,1,1
0,22.17,1,2,1,2
0,22.17,1,2,2,2
0,22.17,1,2,2,2
0,22.15,1,2,2,2
0,22.14,1,2,1,2
0,22.13,2,2,2,2
0,22.1,1,2,2,2
0,22.09,2,2,2,2
0,22.08,2,2,1,2
0,22.07,2,2,2,2
0,22.06,2,2,1,2
0,22.01,2,1,2,1
0,22.01,1,2,1,2
0,21.99,2,2,2,2
0,21.99,1,2,1,2
1,21.98,3,2,2,1
0,21.97,2,2,2,2
0,21.97,3,1,2,1
0,21.96,1,2,1,2
0,21.95,2,2,1,2
0,21.93,1,2,2,2
1,21.92,3,2,1,1
0,21.92,2,2,2,2
1,21.9,2,2,2,1
0,21.87,1,2,1,2
0,21.86,1,2,2,2
0,21.85,2,2,1,2
0,21.84,2,2,2,2
1,21.83,3,2,1,1
0,21.83,2,2,2,2
1,21.79,3,1,1,1
0,21.77,2,2,1,2
1,21.75,3,2,1,1
0,21.74,1,2,2,1
0,21.73,1,2,2,1
0,21.7,2,2,2,2
1,21.69,3,2,1,2
1,21.68,3,2,1,1
1,21.66,3,2,1,1
0,21.66,1,2,2,2
1,21.63,3,2,2,1
1,21.61,3,2,2,2
1,21.61,2,2,1,1
0,21.61,2,2,2,2
0,21.57,1,2,2,2
0,21.55,1,2,2,2
1,21.54,3,2,1,1
0,21.52,1,2,2,2
0,21.52,1,1,2,1
1,21.51,2,2,1,2
0,21.5,2,2,2,1
1,21.45,3,2,2,2
0,21.42,2,2,2,2
0,21.39,1,2,1,2
0,21.38,1,2,2,1
0,21.38,2,2,2,2
0,21.38,2,2,1,2
1,21.35,3,2,1,1
1,21.34,3,2,1,1
0,21.34,1,2,1,2
0,21.33,1,2,2,1
1,21.29,1,1,1,1
1,21.28,2,2,1,1
0,21.28,2,2,2,2
0,21.26,2,2,1,2
1,21.2,3,2,1,1
1,21.19,2,2,2,1
0,21.18,1,2,2,2
0,21.15,1,2,1,2
0,21.15,1,2,2,2
0,21.15,1,2,1,2
0,21.11,2,2,2,2
0,21.1,1,2,2,2
1,21.09,3,1,1,1
0,21.05,1,2,2,2
0,21.05,1,1,1,1
1,21.01,3,2,1,2
0,21.01,1,1,2,1
0,21.01,1,2,2,2
0,20.99,1,2,2,2
1,20.98,2,2,2,1
1,20.97,3,2,2,2
0,20.97,2,2,2,2
0,20.96,1,2,2,1
0,20.96,2,2,2,2
0,20.95,1,1,2,2
0,20.94,1,1,1,1
0,20.93,2,2,2,2
0,20.91,2,2,1,2
1,20.9,2,1,1,1
1,20.89,3,2,1,2
0,20.89,1,2,1,2
1,20.88,2,2,2,1
0,20.88,1,2,1,2
0,20.87,2,2,2,2
0,20.87,1,2,2,2
0,20.86,1,2,2,2
1,20.85,2,2,2,1
0,20.84,2,1,2,2
0,20.82,1,2,1,2
0,20.79,1,2,1,2
0,20.79,1,2,1,2
1,20.75,3,2,1,1
0,20.74,1,2,1,2
0,20.73,2,1,2,1
1,20.72,2,2,1,1
0,20.72,1,2,2,2
0,20.71,1,2,1,1
1,20.7,3,2,2,1
0,20.66,1,2,1,2
1,20.65,3,1,1,1
0,20.64,2,2,1,1
0,20.62,1,1,2,2
1,20.61,3,2,1,1
0,20.61,2,2,1,2
0,20.6,2,2,1,2
0,20.59,2,2,1,1
0,20.59,1,2,2,2
0,20.57,1,2,1,2
0,20.57,1,2,2,2
0,20.56,1,2,1,2
1,20.55,2,1,1,1
1,20.54,3,2,1,2
0,20.54,1,2,2,2
0,20.52,1,2,2,2
0,20.52,1,2,1,2
0,20.5,1,2,2,1
0,20.49,2,2,2,2
0,20.49,1,2,1,2
0,20.49,1,2,1,2
0,20.48,2,2,1,1
1,20.47,2,2,2,2
0,20.45,2,2,2,2
1,20.42,1,2,2,1
0,20.42,1,1,1,1
0,20.4,1,1,2,2
0,20.38,1,2,2,2
0,20.37,1,2,1,2
0,20.36,2,2,2,2
0,20.35,1,1,2,1
1,20.33,3,2,2,1
0,20.31,2,2,2,2
0,20.31,2,2,2,2
0,20.31,1,2,2,2
0,20.27,2,2,2,2
0,20.23,1,2,2,2
1,20.22,1,2,1,1
1,20.21,3,2,1,1
0,20.21,2,2,1,2
0,20.2,1,2,2,1
0,20.18,2,2,1,2
0,20.17,1,2,2,2
0,20.16,1,2,1,2
0,20.16,1,1,2,1
0,20.14,1,2,1,2
0,20.14,1,2,2,2
1,20.13,2,1,1,1
0,20.12,2,2,2,2
0,20.04,2,2,1,2
0,20.03,2,2,1,2
0,20.02,2,2,1,2
0,20.01,2,2,2,2
0,20,2,2,1,1
